@relation 'MLC'

@attribute F1_MEAN_on_ACC_X numeric
@attribute F2_MEAN_on_ACC_Y numeric
@attribute F3_MEAN_on_ACC_Z numeric
@attribute class {BoatPose, UpwardPlank, BowPose, TheTree, Bridge, TheExtendedSideAngle, ChildsPose, StandingStill, CobraPose, StandingMoving, DownwardFacingDog, SeatedForwardBend, MeditationPose, Plank}

@data
-0.905273, -0.427246, -0.0665894, StandingMoving
-0.970703, -0.260986, -0.119812, StandingMoving
-0.976563, -0.128662, -0.0806885, StandingMoving
-0.995605, 0.0556641, -0.183716, StandingMoving
-0.996094, 0.00907135, -0.210938, StandingMoving
-1, 0.0386353, -0.240234, StandingMoving
-0.927246, 0.0551147, -0.213989, StandingMoving
-0.92627, 0.142578, -0.239868, StandingMoving
-1.0127, 0.0828857, -0.303223, StandingMoving
-0.951172, -0.0132217, -0.328125, StandingMoving
-0.961914, -0.021286, -0.303955, StandingMoving
-0.98877, 0.0370483, -0.292969, StandingMoving
-0.954102, 0.0687256, -0.160767, StandingMoving
-0.954102, 0.086792, -0.123413, StandingMoving
-1.00195, 0.0597839, -0.203125, StandingMoving
-0.976563, -0.00198555, -0.305908, StandingMoving
-1.00879, 0.125488, -0.257568, StandingMoving
-0.914551, 0.127563, -0.226563, StandingMoving
-0.944336, 0.00713348, -0.343018, StandingMoving
-0.897461, -0.117554, -0.457275, StandingMoving
-0.933594, -0.109375, -0.41626, StandingMoving
-0.951172, 0.0530701, 0.0626221, StandingMoving
-0.919434, -0.0240021, 0.468994, StandingMoving
-0.878906, -0.215576, 0.418213, StandingMoving
-0.906738, -0.344971, 0.23877, StandingMoving
-0.932617, -0.339844, 0.126343, StandingMoving
-0.898438, -0.462402, -0.140747, StandingMoving
-0.884766, -0.462891, -0.224243, StandingMoving
-0.867676, -0.435303, -0.203247, StandingMoving
-0.931152, -0.371338, -0.18811, StandingMoving
-0.983398, -0.052124, -0.175415, StandingMoving
-0.94873, 0.17688, -0.276855, StandingMoving
-0.954102, 0.0991821, -0.285889, StandingMoving
-0.960938, 0.0631104, -0.297119, StandingMoving
-1, 0.0241394, -0.228149, StandingMoving
-0.964844, 0.0409241, 0.123901, StandingMoving
-0.969727, -0.0306091, 0.261475, StandingMoving
-0.964844, -0.164795, -0.0449829, StandingMoving
-0.950684, -0.32959, -0.226196, StandingMoving
-0.979492, -0.202271, -0.106506, StandingMoving
-0.993652, -0.0123062, 0.0402222, StandingMoving
-0.991211, -0.0948486, 0.123108, StandingMoving
-0.952148, -0.275146, 0.216553, StandingMoving
-0.912109, -0.323242, 0.284912, StandingMoving
-0.98584, -0.182617, 0.000400543, StandingMoving
-0.964844, -0.220337, -0.207642, StandingMoving
-0.991211, -0.211792, -0.270508, StandingMoving
-0.931641, -0.136475, -0.19397, StandingMoving
-0.963867, -0.162231, -0.17334, StandingMoving
-0.962402, -0.209839, -0.235718, StandingMoving
-0.958984, -0.238037, -0.207397, StandingMoving
-0.95459, -0.235107, -0.194824, StandingMoving
-0.947266, -0.243774, -0.234863, StandingMoving
-0.928223, -0.292236, -0.241943, StandingMoving
-0.993164, -0.00738525, -0.035553, StandingMoving
-1.00586, 0.0110092, -0.12146, StandingMoving
-0.956543, 0.0637817, -0.0393982, StandingMoving
-1.0332, 0.151611, -0.0553894, StandingMoving
-0.973145, 0.107666, 0.00365448, StandingMoving
-1.00195, 0.0463867, -0.0584412, StandingMoving
-1.07324, 0.071167, -0.117859, StandingMoving
-0.927734, 0.0451965, -0.0625, StandingMoving
-1.0332, 0.0274811, -0.0397339, StandingMoving
-1.00488, 0.0709229, -0.0361938, StandingMoving
-0.962402, -0.0567627, 0.106812, StandingMoving
-0.828125, -0.268311, 0.403564, StandingMoving
-0.943359, -0.290039, 0.354736, StandingMoving
-0.956543, 0.110535, 0.176392, StandingMoving
-0.94043, 0.334961, 0.0787964, StandingMoving
-1.00586, 0.0838013, 0.182251, StandingMoving
-1.00098, -0.0413208, 0.182495, StandingMoving
-0.978516, 0.151367, 0.124268, StandingMoving
-0.982422, 0.116211, 0.0872803, StandingMoving
-0.992676, 0.0857544, 0.0720215, StandingMoving
-0.98877, -0.0362244, -0.0178528, StandingMoving
-1.00488, -0.124023, -0.156982, StandingMoving
-0.962891, -0.189087, -0.260254, StandingMoving
-0.996582, -0.0158539, -0.173462, StandingMoving
-0.990723, 0.0668335, -0.0804443, StandingMoving
-1.04883, 0.0466614, -0.0646362, StandingMoving
-0.949707, 0.040741, -0.0300598, StandingMoving
-1.03223, -0.0604248, -0.0353394, StandingMoving
-0.956543, -0.0670776, 0.0670776, StandingMoving
-1.01074, -0.254639, 0.0794067, StandingMoving
-0.943359, -0.168823, 0.185791, StandingMoving
-0.978027, -0.259766, 0.14624, StandingMoving
-0.88623, -0.278564, 0.194946, StandingMoving
-0.992188, -0.253174, 0.0997314, StandingMoving
-0.999023, -0.157715, -0.0167236, StandingMoving
-0.976563, -0.182251, -0.0360718, StandingMoving
-0.992188, -0.148682, -0.104248, StandingMoving
-1.00879, -0.175903, -0.0102539, StandingMoving
-0.941406, -0.248535, 0.0899658, StandingMoving
-0.759277, 0.0908203, -0.649902, DownwardFacingDog
-0.755371, 0.0762329, -0.658691, DownwardFacingDog
-0.755371, 0.0679321, -0.657715, DownwardFacingDog
-0.755859, 0.0704956, -0.657227, DownwardFacingDog
-0.751465, 0.0685425, -0.658691, DownwardFacingDog
-0.751465, 0.0703125, -0.660156, DownwardFacingDog
-0.750977, 0.0756226, -0.662598, DownwardFacingDog
-0.751465, 0.0768433, -0.662109, DownwardFacingDog
-0.746582, 0.0762939, -0.667969, DownwardFacingDog
-0.750977, 0.0693359, -0.662598, DownwardFacingDog
-0.75, 0.0715942, -0.665039, DownwardFacingDog
-0.750488, 0.076416, -0.662109, DownwardFacingDog
-0.748047, 0.0766602, -0.666992, DownwardFacingDog
-0.747559, 0.0765381, -0.666504, DownwardFacingDog
-0.748047, 0.0819092, -0.665039, DownwardFacingDog
-0.750488, 0.0831909, -0.662598, DownwardFacingDog
-0.745117, 0.0844116, -0.670898, DownwardFacingDog
-0.747559, 0.0808716, -0.66748, DownwardFacingDog
-0.742188, 0.0799561, -0.672852, DownwardFacingDog
-0.761719, 0.0916748, -0.647461, DownwardFacingDog
-0.762207, 0.101074, -0.64209, DownwardFacingDog
-0.770996, 0.0961914, -0.636719, DownwardFacingDog
-0.751465, 0.10199, -0.658691, DownwardFacingDog
-0.751465, 0.100098, -0.657715, DownwardFacingDog
-0.750488, 0.0985107, -0.658691, DownwardFacingDog
-0.750977, 0.0985107, -0.658691, DownwardFacingDog
-0.751465, 0.0983887, -0.655273, DownwardFacingDog
-0.751465, 0.097168, -0.658691, DownwardFacingDog
-0.751465, 0.0892944, -0.657227, DownwardFacingDog
-0.750977, 0.0925903, -0.658691, DownwardFacingDog
-0.750977, 0.09375, -0.658691, DownwardFacingDog
-0.75, 0.0952148, -0.65918, DownwardFacingDog
-0.749023, 0.097229, -0.661621, DownwardFacingDog
-0.748535, 0.0952759, -0.662598, DownwardFacingDog
-0.746094, 0.0982056, -0.66748, DownwardFacingDog
-0.745605, 0.097168, -0.665527, DownwardFacingDog
-0.748535, 0.0939331, -0.664551, DownwardFacingDog
-0.748047, 0.09552, -0.665039, DownwardFacingDog
-0.736816, -0.0649414, -0.686523, DownwardFacingDog
-0.743652, -0.00339127, -0.666504, DownwardFacingDog
-0.733398, -0.0395813, -0.69043, DownwardFacingDog
-0.724121, -0.0451965, -0.694336, DownwardFacingDog
-0.713867, -0.0273895, -0.709473, DownwardFacingDog
-0.715332, -0.00443649, -0.708496, DownwardFacingDog
-0.714355, 0.0170288, -0.707031, DownwardFacingDog
-0.714355, 0.011879, -0.708984, DownwardFacingDog
-0.711426, 0.00295067, -0.711426, DownwardFacingDog
-0.707031, 0.00662613, -0.714355, DownwardFacingDog
-0.70459, 0.00546265, -0.719238, DownwardFacingDog
-0.704102, 0.0100098, -0.717773, DownwardFacingDog
-0.706543, 0.0115738, -0.71875, DownwardFacingDog
-0.720215, 0.0167694, -0.69873, DownwardFacingDog
-0.71875, 0.00023365, -0.704102, DownwardFacingDog
-0.717285, -0.00870514, -0.705566, DownwardFacingDog
-0.719238, -0.00892639, -0.704102, DownwardFacingDog
-0.719727, -0.00724792, -0.705566, DownwardFacingDog
-0.719727, -0.00225258, -0.703613, DownwardFacingDog
-0.717773, 0.00203514, -0.70459, DownwardFacingDog
-0.728027, -0.00250244, -0.69043, DownwardFacingDog
-0.717773, 0.00487518, -0.703613, DownwardFacingDog
-0.717773, 0.00854492, -0.70459, DownwardFacingDog
-0.71875, 0.00163746, -0.70459, DownwardFacingDog
-0.717285, 0.0033474, -0.708496, DownwardFacingDog
-0.713379, 0.0038681, -0.711914, DownwardFacingDog
-0.713867, 0.000619411, -0.710938, DownwardFacingDog
-0.714355, -0.00140572, -0.708496, DownwardFacingDog
-0.711914, -0.0103073, -0.714844, DownwardFacingDog
-0.0254974, -0.0678101, 0.999023, SeatedForwardBend
-0.026535, -0.0653076, 0.999023, SeatedForwardBend
-0.0262451, -0.0631104, 1, SeatedForwardBend
-0.0261536, -0.0617371, 1, SeatedForwardBend
-0.0286255, -0.0519409, 0.999023, SeatedForwardBend
-0.029007, -0.0519714, 1, SeatedForwardBend
-0.0301514, -0.0467529, 1, SeatedForwardBend
-0.0274658, -0.0537109, 1, SeatedForwardBend
-0.0294189, -0.0495911, 1, SeatedForwardBend
-0.0281219, -0.0559082, 1, SeatedForwardBend
-0.0280151, -0.0552979, 1, SeatedForwardBend
-0.0281067, -0.0541382, 1, SeatedForwardBend
-0.0290527, -0.0533447, 1, SeatedForwardBend
-0.0298004, -0.0523987, 1, SeatedForwardBend
-0.0318298, -0.0479126, 1, SeatedForwardBend
-0.0336304, -0.0428467, 1, SeatedForwardBend
-0.0363159, -0.0415955, 1, SeatedForwardBend
-0.0352783, -0.0406189, 1, SeatedForwardBend
-0.033844, -0.0444336, 1, SeatedForwardBend
-0.0326843, -0.0447693, 1, SeatedForwardBend
-0.0324402, -0.0448608, 1, SeatedForwardBend
-0.0318909, -0.0447693, 1, SeatedForwardBend
-0.0308075, -0.0471191, 1, SeatedForwardBend
-0.0301361, -0.0482178, 1, SeatedForwardBend
-0.0300903, -0.0507202, 1, SeatedForwardBend
-0.0297241, -0.0500793, 1, SeatedForwardBend
-0.0276337, -0.0522766, 1, SeatedForwardBend
-0.026886, -0.0533142, 0.999023, SeatedForwardBend
-0.0787354, -0.24292, 0.969238, SeatedForwardBend
-0.0789185, -0.24646, 0.969238, SeatedForwardBend
-0.0792236, -0.246216, 0.96875, SeatedForwardBend
-0.0791016, -0.242188, 0.969238, SeatedForwardBend
-0.0789795, -0.244873, 0.969238, SeatedForwardBend
-0.0787354, -0.247681, 0.969238, SeatedForwardBend
-0.0787964, -0.249756, 0.96875, SeatedForwardBend
-0.0782471, -0.251465, 0.96875, SeatedForwardBend
-0.0786133, -0.250488, 0.96875, SeatedForwardBend
-0.0788574, -0.249146, 0.96875, SeatedForwardBend
-0.0787964, -0.251465, 0.96875, SeatedForwardBend
-0.0787354, -0.254639, 0.96875, SeatedForwardBend
-0.0788574, -0.255615, 0.96875, SeatedForwardBend
-0.0785522, -0.256348, 0.96875, SeatedForwardBend
-0.0785522, -0.257568, 0.96875, SeatedForwardBend
-0.0784912, -0.25708, 0.96875, SeatedForwardBend
-0.0788574, -0.256836, 0.96875, SeatedForwardBend
-0.078125, -0.257324, 0.96875, SeatedForwardBend
-0.0785522, -0.259033, 0.96875, SeatedForwardBend
-0.0784302, -0.260986, 0.96875, SeatedForwardBend
-0.0785522, -0.262451, 0.967773, SeatedForwardBend
-0.0784302, -0.260742, 0.967773, SeatedForwardBend
-0.0786133, -0.261719, 0.967773, SeatedForwardBend
-0.078125, -0.26416, 0.967773, SeatedForwardBend
-0.0785522, -0.265137, 0.967773, SeatedForwardBend
-0.0780029, -0.265381, 0.967773, SeatedForwardBend
-0.0778809, -0.264404, 0.967773, SeatedForwardBend
-0.0776367, -0.265625, 0.967773, SeatedForwardBend
-0.0779419, -0.265869, 0.967773, SeatedForwardBend
-0.312988, -0.958984, 0.0369568, MeditationPose
-0.309814, -0.958496, 0.0349121, MeditationPose
-0.307129, -0.960938, 0.0302887, MeditationPose
-0.317871, -0.95166, 0.0243073, MeditationPose
-0.335205, -0.95166, 0.0102158, MeditationPose
-0.339111, -0.948242, 0.00955963, MeditationPose
-0.336426, -0.945801, 0.00680161, MeditationPose
-0.335938, -0.946289, 0.00744629, MeditationPose
-0.332031, -0.946777, 0.00801849, MeditationPose
-0.330078, -0.949219, 0.00788116, MeditationPose
-0.328369, -0.947266, 0.00757217, MeditationPose
-0.328369, -0.947266, 0.00743103, MeditationPose
-0.328125, -0.950684, 0.00375748, MeditationPose
-0.327393, -0.95459, 0.00115776, MeditationPose
-0.326172, -0.95166, 0.00279045, MeditationPose
-0.327148, -0.94873, 0.00367546, MeditationPose
-0.325439, -0.95166, 0.00294304, MeditationPose
-0.327393, -0.951172, 0.00505447, MeditationPose
-0.327637, -0.951172, 0.00505066, MeditationPose
-0.329346, -0.94873, 0.0070076, MeditationPose
-0.329346, -0.947266, 0.007164, MeditationPose
-0.329346, -0.949707, 0.00696564, MeditationPose
-0.328613, -0.951172, 0.00643921, MeditationPose
-0.328369, -0.949707, 0.0056076, MeditationPose
-0.328369, -0.947266, 0.00546646, MeditationPose
-0.328125, -0.947266, 0.00678253, MeditationPose
-0.328125, -0.949219, 0.00716782, MeditationPose
-0.327148, -0.949707, 0.0071907, MeditationPose
-0.32666, -0.95166, 0.00734711, MeditationPose
-0.326904, -0.949707, 0.00774384, MeditationPose
-0.326904, -0.949707, 0.00777817, MeditationPose
-0.319824, -0.958984, 0.00841522, MeditationPose
-0.320313, -0.958984, 0.00815582, MeditationPose
-0.31958, -0.958984, 0.00819397, MeditationPose
-0.31958, -0.958984, 0.00841522, MeditationPose
-0.319092, -0.958984, 0.00791931, MeditationPose
-0.318359, -0.958984, 0.00772095, MeditationPose
-0.31665, -0.958496, 0.00699997, MeditationPose
-0.317139, -0.959473, 0.00681686, MeditationPose
-0.315918, -0.958984, 0.00656128, MeditationPose
-0.315186, -0.958984, 0.00661087, MeditationPose
-0.315918, -0.959473, 0.00630569, MeditationPose
-0.315186, -0.958984, 0.00651169, MeditationPose
-0.314453, -0.958984, 0.00605011, MeditationPose
-0.313965, -0.958984, 0.00587082, MeditationPose
-0.313721, -0.959473, 0.00572205, MeditationPose
-0.313965, -0.959473, 0.00574493, MeditationPose
-0.314209, -0.959473, 0.00585938, MeditationPose
-0.314209, -0.958984, 0.00588989, MeditationPose
-0.314209, -0.958984, 0.00608444, MeditationPose
-0.314209, -0.959473, 0.00606537, MeditationPose
-0.314453, -0.958984, 0.0062561, MeditationPose
-0.314209, -0.959473, 0.00624466, MeditationPose
-0.313965, -0.959473, 0.00597, MeditationPose
-0.312988, -0.959473, 0.00533676, MeditationPose
-0.312744, -0.959473, 0.0042038, MeditationPose
-0.312012, -0.960938, 0.00308418, MeditationPose
-0.312012, -0.959961, 0.00284958, MeditationPose
-0.312012, -0.959961, 0.00246239, MeditationPose
-0.0376282, 0.026413, -1.01172, Plank
-0.0407104, 0.0247345, -1.00977, Plank
-0.0516968, 0.0273895, -1.00098, Plank
-0.0450134, 0.015274, -1.00781, Plank
-0.038147, 0.022995, -1.00781, Plank
-0.0338745, 0.0220032, -1.00684, Plank
-0.0294647, 0.0200195, -1.00781, Plank
-0.0291138, 0.0175018, -1.00879, Plank
-0.032135, 0.00590897, -1.00977, Plank
-0.0294647, 0.00915527, -1.00684, Plank
-0.0293427, 0.0117264, -1.00586, Plank
-0.0279388, 0.000862122, -1.00781, Plank
-0.0277557, 0.0214233, -1.01074, Plank
-0.0308838, 0.0170288, -1.00684, Plank
-0.0272369, 0.0143738, -1.01074, Plank
-0.029953, 0.0091095, -1.00293, Plank
-0.0223541, 0.0103073, -1.00684, Plank
-0.024826, 0.0125122, -1.00781, Plank
-0.022995, 0.0144043, -1.01074, Plank
-0.0189972, 0.0158997, -1.01172, Plank
-0.0244904, 0.0210114, -1.00293, Plank
-0.0222626, 0.0211487, -1.00879, Plank
-0.0184784, 0.0250092, -1.00977, Plank
-0.0218658, 0.0254974, -1.00488, Plank
-0.0186768, 0.0242157, -1.00977, Plank
-0.0903931, -0.0347595, -1.00293, Plank
-0.0933228, -0.0488586, -1.00781, Plank
-0.0945435, -0.0342712, -1.00195, Plank
-0.0927734, -0.0475769, -1.00488, Plank
-0.0940552, -0.0439758, -1.00293, Plank
-0.0977783, -0.0492249, -1.00195, Plank
-0.0962524, -0.040741, -1.00293, Plank
-0.0945435, -0.0362854, -1.00293, Plank
-0.0961304, -0.037323, -1.00195, Plank
-0.0979614, -0.0229797, -1.00293, Plank
-0.0990601, -0.0271149, -1.00293, Plank
-0.0975342, -0.0281219, -1.00391, Plank
-0.0991211, -0.0285187, -1.00098, Plank
-0.0986328, -0.0322876, -1.00293, Plank
-0.0968628, -0.0354309, -1.00293, Plank
-0.0948486, -0.036438, -1.00293, Plank
-0.0892334, -0.0354004, -1.00488, Plank
-0.0876465, -0.035675, -1.00293, Plank
-0.0894165, -0.0375977, -1.00293, Plank
-0.0889893, -0.0376587, -1.00293, Plank
-0.0861206, -0.0410156, -1.00391, Plank
-0.0808716, -0.0301666, -1.00488, Plank
-0.0824585, -0.026825, -1.00488, Plank
-0.0844727, -0.0200653, -1.00391, Plank
-0.086792, -0.0210114, -1.00293, Plank
-0.0877075, -0.0233917, -1.00488, Plank
